round_id,startup_id,city,round_date,announcement_date,year,fiscal_year,round_type,amount,currency,amount_inr_mn,valuation,valuation_currency,valuation_type,lead_investor_id,investor_ids,investor_count,new_or_existing,purpose,source_id,confidence,notes
R00412,S0074,"Chennai (dual HQ Wilmington, Delaware, USA)",2024-06-25,2024-06-25,2024,FY24-25,Series B,24.0,USD,2008.8,100.0,USD,post-money,INV0634;INV0635;INV0199,,3,existing,"New products, customer portal, AI roadmap",SRC01388,,
R00413,S0074,"Chennai (dual HQ Wilmington, Delaware, USA)",2022-01-19,2022-01-19,2022,FY22-23,Series A,18.0,USD,1413.0,,,undisclosed,INV0636;INV0199;INV0634,,3,existing,Initial PSA platform development,SRC01381,,
R00414,S0075,Bengaluru,2026-09-03,2026-09-03,2026,FY26-27,Series C extension,70.0,USD,6090.0,365.0,USD,post-money,INV0638;INV0639;INV0513;INV0199;INV0640,,5,extension,"Ring as computer, AI interactions, gaming",SRC01390,,
R00415,S0075,Bengaluru,2026-03-17,2026-03-17,2026,FY26-27,Series C,48.0,USD,4176.0,,,undisclosed,INV0641,,1,new,"Return to US market, expand geographies, new wearable categories",SRC01417,,
R00416,S0075,Bengaluru,2025-11-20,2025-11-20,2025,FY25-26,venture debt,100.0,INR,100.0,,,debt,INV0371,,1,new,Working capital,SRC01395,,
R00417,S0075,Bengaluru,,,,,Series B,,USD,,,,None,,,0,"existing (Deepinder Goyal $10M, Blume)","manufacturing, R&D",SRC01398,MEDIUM,added session-2 gapfill
R00418,S0075,Bengaluru,,,,,"Venture (reported, unclosed)",,USD,,,,reported post-money (unclosed),,,0,"new (WestBridge-led, reported)",growth,SRC01399,MEDIUM,added session-2 gapfill
R00419,S0075,Bengaluru,2019-12-11,2019-12-11,2019,FY19-20,Seed,,USD,,,,undisclosed,INV0125;INV0048,INV0125;INV0642;INV0048;INV0643;INV0644,7,all-new-investors (DERIVED),founding/early development,SRC01408,MEDIUM,
R00420,S0075,Bengaluru,2021-08-14,2021-08-14,2021,FY21-22,Series A,17.5,USD,1303.75,,,undisclosed,INV0645;INV0225,INV0645;INV0225;INV0048;INV0125;INV0646;INV0647;INV0648;INV0136;INV0642;INV0649,12,mixed (DERIVED),"geographical expansion, product development",SRC01418,HIGH,
R00421,S0075,Bengaluru,2024-03-20,2024-03-20,2024,FY24-25,Series B,35.0,USD,2929.5,,,post-money,INV0125;INV0225;INV0048,INV0125;INV0225;INV0048;INV0066;INV0647,8,mixed (DERIVED),"manufacturing capacity, health tracking research",SRC01403,HIGH,
R00422,S0075,Bengaluru,,2025-04-28,2025,FY25-26,Reported (unclosed),120.0,USD,10284.0,,,reported post-money (unclosed),INV0004,INV0004;INV0650,3,all-new-investors (DERIVED),"growth, international expansion",SRC01399,MEDIUM,Reported but did not close as described; SoftBank talks also fell through prior
R00423,S0076,Bengaluru,,2026-08-24,2026,FY26-27,Private growth round (primary + small secondary),408.0,INR,408.0,20000.0,INR,reported post-money,INV0004,INV0004;INV0076;INV0652,4,mixed (DERIVED),"Geographic expansion (9 new cities), scale Third Rush Desserts",SRC01438,HIGH,
R00424,S0076,Bengaluru,,2023-09-01,2023,FY23-24,Series C,35.0,USD,2898.0,,,,INV0076,INV0076;INV0004;INV0653,4,mixed (DERIVED),,SRC01441,HIGH,
R00425,S0076,Bengaluru,,2022,2022,FY22-23,Series B,21.0,USD,1648.5,,,,INV0004,INV0004,2,all-new-investors (DERIVED),,SRC01440,MEDIUM,
R00426,S0076,Bengaluru,,2021,2021,FY21-22,Series A,6.0,USD,447.0,,,,INV0004,,1,initial (DERIVED),,SRC01440,MEDIUM,
R00427,S0076,Bengaluru,2026-08-24,2026-08-24,2026,FY26-27,Series D,408.0,INR,408.0,2000.0,INR,reported post-money,INV0004,INV0004;INV0076;INV0652,4,all-follow-on (DERIVED),"Geographic expansion (9 new cities), scale Third Rush Desserts, F&B innovation",SRC01449,HIGH,"WestBridge ~47%, Creaegis ~15%; small secondary from early founders exiting; PitchBook confirms Series D completed Aug 24, 2026"
R00428,S0077,Navi Mumbai,2025-05-06,2025-05-06,2025,FY25-26,Series B (equity + debt + secondary),250.0,USD,21425.0,,,,INV0654;INV0655,INV0654;INV0655;INV0528;INV0413;INV0656;INV0495;INV0657;INV0658,10,co-led by Eurazeo and Omnivore,"Expand to 1000+ cities/tiers III-IV, pharma vertical, TMS/WMS tech stack; debt for working capital",SRC01457,HIGH,
R00429,S0078,Gurugram,,2025-11-28,2025,FY25-26,Private,35.0,USD,2999.5,900.0,USD,,INV0659,,1,unknown,,SRC01467,MEDIUM,Valuation $900M (Inc42) / $935M post-money (Entrackr); conflict logged
R00430,S0078,Gurugram,,2026-06-23,2026,FY26-27,Private,900.0,USD,78300.0,1000.0,USD,,INV0660,INV0661,2,all-follow-on (DERIVED),,SRC01467,HIGH,~$95M; ~1/3 equity + 2/3 debt; valuation >$1B; 131st unicorn; IPO-bound; may raise +$50-60M at ~$1.6B
R00431,S0078,Gurugram,2026-06-01,2026-06-23,2026,FY26-27,Private,95.0,USD,8265.0,1000.0,USD,post-money,INV0660,INV0660;INV0661,3,all-new-investors (DERIVED),"market expansion, technology, IPO prep",SRC01472,HIGH,Rs 900 cr (~$95M); ~1/3 equity + 2/3 debt; 131st Indian unicorn; may raise +$50-60M at ~$1.6B
R00432,S0078,Gurugram,2023-03-01,2023-03-01,2023,FY23-24,Private,112.0,INR,112.0,,,,INV0662,INV0662,2,all-new-investors (DERIVED),purchase of 1 lakh sq ft office space in Hyderabad,SRC01470,MEDIUM,"Per VCCircle; early round-by-round history (Kae, Times Group, ADM, Reliance) not fully reconstructed"
R00433,S0078,Gurugram,2014,2014,2014,FY14-15,Private,,USD,,,,,,INV0145;INV0663;INV0664;INV0665,4,initial (DERIVED),seed/early stage,SRC01472,LOW,Early investors named in Inc42; specific round amounts/dates not available from fetched sources
R00434,S0079,Bengaluru,2026-01-01,2026-01-14,2026,FY26-27,Series B,250.0,USD,21750.0,,,,INV0667,INV0667;INV0227;INV0668;INV0025;INV0669,6,unknown,"Grow bond business, strengthen NBFC credit offerings",SRC01477,HIGH,
R00435,S0079,Bengaluru,,2022-05-01,2022,FY22-23,Series A,17.0,USD,1334.5,,,,INV0227,INV0227;INV0668,3,initial (DERIVED),,SRC01482,MEDIUM,
R00436,S0080,Bengaluru,,2026-08-24,2026,FY26-27,Series A,37.0,USD,3219.0,,,,INV0203,INV0203;INV0671;INV0672;INV0046;INV0673,6,mixed (DERIVED),"Scale engineering, commercial-scale manufacturing, go-to-market",SRC01485,HIGH,
R00437,S0080,Bengaluru,,2025-10-14,2025,FY25-26,Seed,8.65,USD,741.31,,,,INV0672,INV0672;INV0046;INV0673,4,initial (DERIVED),"Pilot with Narayana Health, expand beyond medical deliveries",SRC01487,HIGH,
R00438,S0081,Bengaluru,,2025-01-23,2025,FY25-26,Series B,20.0,USD,1714.0,,,,INV0674;INV0675,INV0674;INV0675;INV0676;INV0677;INV0489;INV0125,8,all-new-investors (DERIVED),"Product development, North America + APAC expansion",SRC01491,HIGH,
R00439,S0081,Bengaluru,,2023-07-21,2023,FY23-24,Series A,10.9,USD,902.52,,,,,,0,initial (DERIVED),,SRC01492,MEDIUM,
R00440,S0081,Bengaluru,,2023-10-10,2023,FY23-24,Undisclosed,6.9,USD,571.32,,,,,,0,unknown,,SRC01492,MEDIUM,
R00441,S0082,San Francisco (US) — NOT Bengaluru; batch city attribution unsupported by evidence,,2026-08-05,2026,FY26-27,Series A,35.0,USD,3045.0,,,,INV0678,INV0679;INV0680,3,all-new-investors (DERIVED),Scale model-routing / agent cost-optimization infra,SRC01499,MEDIUM,
R00442,S0082,San Francisco (US) — NOT Bengaluru; batch city attribution unsupported by evidence,,2026-02-05,2026,FY26-27,Seed,15.0,USD,1305.0,,,,,INV0681,1,initial (DERIVED),Build financial infrastructure layer for AI agents,SRC01498,HIGH,
R00443,S0083,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,,2021-01-05,2021,FY21-22,Series B,100.0,USD,7450.0,300.0,USD,,INV0683,,1,unknown,,SRC01506,HIGH,Series B; ~$300M post-money per TechCrunch source; Fireside part-exit
R00444,S0083,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,,2021,2021,FY21-22,Venture,,USD,,,,,INV0241,,1,initial (DERIVED),,SRC01510,MEDIUM,Undisclosed amount
R00445,S0083,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,,2022,2022,FY22-23,Private placement,500.0,USD,39250.0,,,,INV0436,INV0095,2,all-new-investors (DERIVED),,SRC01505,MEDIUM,Private placement after shelving 2022 IPO
R00446,S0083,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,,2025-10-29,2025,FY25-26,IPO-UDRHP,1500.0,USD,128550.0,,,,,,0,unknown,,SRC01504,HIGH,"Fresh Rs 500 cr (WC Rs 225 cr + brand Rs 150 cr) + OFS Rs 1,000 cr (Sameer 75, Aman 225, South Lake 500, Fireside 150, Qualcomm 50)"
R00447,S0084,Gurugram,,2016-05-01,2016,FY16-17,Series C,50.0,USD,4300.0,,,,INV0684,INV0685,2,initial (DERIVED),,SRC01518,MEDIUM,"Series C; snippet fact (fetch 403, snippet only → MEDIUM)"
R00448,S0084,Gurugram,2024-12-01,2024-12-11,2024,FY24-25,IPO,572.0,USD,47876.4,,,,,,0,new,public listing on BSE/NSE (listed 18 Dec 2024),SRC01515,HIGH,"Fresh issue 2.05 cr shares Rs 265-279; listed Dec 18 2024; net proceeds Rs 530.5 cr (objects: financial svcs 150, payments 135, R&D/AI, devices, GCP)"
R00449,S0085,Gurugram,2021-12-20,2021-12-01,2021,FY21-22,Series G,325.0,USD,24212.5,,,post-money,INV0066;INV0029;INV0002,INV0066;INV0029;INV0002,6,mixed (DERIVED),Growth,SRC01531,MEDIUM,
R00450,S0085,Gurugram,2025-04-16,2025-04-16,2025,FY25-26,Series G extension (Unattributed VC per CB Insights),11.7,USD,1002.69,,,None,INV0687,INV0687,2,all-new-investors (DERIVED),UNKNOWN,SRC01532,MEDIUM,
R00451,S0085,Gurugram,,2026-08-05,2026,FY26-27,IPO (planned/rumored),800.0,USD,69600.0,,,None,,INV0688,1,all-new-investors (DERIVED),$200M fresh issue + remainder OFS,SRC01529,MEDIUM,
R00452,S0085,Gurugram,2015-09-26,2015-09-26,2015,FY15-16,Series A,4.3,USD,369.8,,,,INV0689,INV0689;INV0690;INV0691;INV0692;INV0693,6,initial (DERIVED),Seed/Series A - prove procurement model,SRC01545,MEDIUM,
R00453,S0085,Gurugram,2016-11-21,2016-11-21,2016,FY16-17,Series B,11.12,USD,956.32,,,,INV0694;INV0056,INV0694;INV0695;INV0696;INV0056;INV0693,7,mixed (DERIVED),Category expansion beyond steel,SRC01545,MEDIUM,
R00454,S0085,Gurugram,2018-06-26,2018-06-26,2018,FY18-19,Series C,29.3,USD,2519.8,,,,INV0056;INV0694;INV0066;INV0697,INV0056;INV0694;INV0066;INV0697,8,mixed (DERIVED),"Expansion into polymers, chemicals",SRC01545,MEDIUM,
R00455,S0085,Gurugram,2019-09-18,2019-09-18,2019,FY19-20,Series D,34.15,USD,2936.9,,,,INV0056;INV0694;INV0063;INV0066,INV0056;INV0694;INV0698;INV0066;INV0697,9,mixed (DERIVED),COVID-era expansion; PPE pivot,SRC01545,MEDIUM,
R00456,S0085,Gurugram,2021-07-31,2021-07-31,2021,FY21-22,Series E,160.0,USD,11920.0,,,,INV0699;INV0066,INV0700;INV0007;INV0066,5,mixed (DERIVED),Unicorn milestone; acquisitions,SRC01546,HIGH,
R00457,S0085,Gurugram,2021-09-30,2021-09-30,2021,FY21-22,Series F,194.0,USD,14453.0,,,,INV0029,INV0029;INV0699;INV0066;INV0616;INV0056,6,mixed (DERIVED),Expansion; valuation to $3B,SRC01544,HIGH,
R00458,S0085,Gurugram,2025-04-16,2025-04-16,2025,FY25-26,Series G extension,11.7,USD,1002.69,,,,INV0687,INV0687,2,all-follow-on (DERIVED),Pre-IPO growth capital,SRC01532,MEDIUM,
R00459,S0085,Gurugram,,2026-08-05,2026,FY26-27,IPO (planned),800.0,USD,69600.0,,,,,INV0688,1,all-follow-on (DERIVED),"$200M fresh issue + ~$600M OFS; bankers: Axis, Morgan Stanley, JPMorgan, Citi, BofA",SRC01529,MEDIUM,
R00460,S0085,Gurugram,2022-03-24,2022-03-24,2022,FY22-23,Oxyzo Series A,200.0,USD,15700.0,,,post-money,INV0063;INV0053;INV0066,INV0063;INV0053;INV0066;INV0029;INV0697,8,mixed (DERIVED),Oxyzo standalone unicorn round; ~75% retained by OfBusiness,SRC01547,HIGH,
R00461,S0085,Gurugram,2025-02-24,2025-02-24,2025,FY25-26,Oxyzo debt (NCD),1000.0,INR,1000.0,,,,INV0701,INV0701,2,all-new-investors (DERIVED),Augment long-term resources; working capital,SRC01548,HIGH,
R00462,S0085,Gurugram,2025-05-21,2025-05-21,2025,FY25-26,Oxyzo debt (NCD),5330.0,INR,5330.0,,,,INV0702,INV0702;INV0703,3,all-new-investors (DERIVED),Day-to-day business operations including lending to SMEs,SRC01549,HIGH,
R00463,S0085,Gurugram,2025-03-19,2025-03-19,2025,FY25-26,Oxyzo debt (NCD),3500.0,INR,3500.0,,,,,INV0704,1,all-new-investors (DERIVED),"Fresh debt; total borrowings closed at Rs 6,028 Cr",SRC01538,HIGH,
R00464,S0085,Gurugram,,2025-09-25,2025,FY25-26,Oxyzo equity raise (planned),150.0,USD,12855.0,,,,INV0705,,1,unknown,Primary capital; 20% reserved for internal investors; IPO prep in 2.5-3 years,SRC01550,MEDIUM,
R00465,S0086,Gurugram,2019-06-02,2019-06-02,2019,FY19-20,Series A,4.0,USD,344.0,,,None,INV0037,INV0037,2,initial (DERIVED),UNKNOWN,SRC01574,MEDIUM,
R00466,S0086,Gurugram,2019-12-17,2019-12-17,2019,FY19-20,Series B,12.0,USD,1032.0,,,None,INV0037,INV0037,2,all-follow-on (DERIVED),UNKNOWN,SRC01574,MEDIUM,
R00467,S0086,Gurugram,2020-09-26,2020-09-26,2020,FY20-21,Series C,12.0,USD,888.0,,,None,INV0037,INV0037;INV0707;INV0708,4,mixed (DERIVED),UNKNOWN,SRC01574,MEDIUM,
R00468,S0086,Gurugram,2021-04-19,2021-04-19,2021,FY21-22,Series D,53.0,USD,3948.5,,,None,INV0037,INV0037;INV0707;INV0708,4,all-follow-on (DERIVED),UNKNOWN,SRC01574,MEDIUM,
R00469,S0086,Gurugram,2021-12-07,2021-12-07,2021,FY21-22,Series E,100.0,USD,7450.0,,,post-money,INV0103,INV0103;INV0707;INV0708;INV0037;INV0413,6,mixed (DERIVED),Growth,SRC01569,HIGH,
R00470,S0086,Gurugram,2025-07-22,2025-07-23,2025,FY25-26,Series E extension,4.0,USD,342.8,,,None,INV0037,INV0037;INV0707,3,all-follow-on (DERIVED),Scale owned hospitals; bridge to larger round,SRC01573,HIGH,
R00471,S0087,Bengaluru,,2026-09-10,2026,FY26-27,Private round (series unspecified),24.0,USD,2088.0,175.0,USD,reported post-money (unverified),INV0709,INV0709,2,all-new-investors (DERIVED),Expand kitchen network + supply chain infrastructure,SRC01583,HIGH,
R00472,S0087,Bengaluru,,2026-03-24,2026,FY26-27,Series B,38.0,USD,3306.0,,,,INV0710;INV0711,INV0710;INV0711;INV0003;INV0371;INV0293,7,mixed (DERIVED),"Multi-city expansion, kitchen automation + supply chain, team",SRC01582,HIGH,
R00473,S0087,Bengaluru,,2025-03-01,2025,FY25-26,Series A,14.0,USD,1199.8,,,,INV0003;INV0710,INV0003;INV0710,4,mixed (DERIVED),,SRC01585,MEDIUM,
R00474,S0087,Bengaluru,,2024-11-19,2024,FY24-25,Seed,2.0,USD,167.4,,,,INV0003,INV0003;INV0202,3,initial (DERIVED),,SRC01584,HIGH,
R00475,S0087,Bengaluru,,2026-06-30,2026,FY26-27,Private round (reported),20.0,USD,1740.0,,,,,,0,unknown,,SRC01595,LOW,PitchBook lists a $20M deal dated 30-Jun-2026 as 'In Progress'; may overlap with or be a separate tranche. Not independently confirmed.
R00476,S0088,Bengaluru,2026-06-24,2026-06-24,2026,FY26-27,seed,32.0,USD,2784.0,,,,INV0712,INV0712;INV0713;INV0652,4,initial (DERIVED),Team build-out and expanding work with global enterprises,SRC01602,HIGH,
R00477,S0089,Bengaluru,2025-01-07,2025-01-07,2025,FY25-26,seed,2.2,USD,188.54,,,,INV0714;INV0715,INV0714;INV0715;INV0652,5,initial (DERIVED),"Vehicle engineering, software, battery technology",SRC01607,HIGH,
R00478,S0089,Bengaluru,2025-12-10,2025-12-10,2025,FY25-26,series-a,6.0,USD,514.2,,,,INV0716,INV0716;INV0717;INV0006,4,all-new-investors (DERIVED),"Deliver first 100 tractors, manufacturing scale-up, field validation, supply chain",SRC01606,HIGH,
R00479,S0090,Bengaluru,2023-01-10,2023-01-10,2023,FY23-24,series-a,17.0,USD,1407.6,136.0,USD,,INV0718,INV0084;INV0719;INV0413;INV0689;INV0130;INV0720,7,initial (DERIVED),,SRC01613,HIGH,
R00480,S0090,Bengaluru,2024-11-12,2024-11-12,2024,FY24-25,later-stage vc,16.5,USD,1381.05,,,,,INV0719;INV0413;INV0056,3,mixed (DERIVED),Later-stage VC round,SRC01622,MEDIUM,
R00481,S0090,Bengaluru,2025-01-24,2025-01-24,2025,FY25-26,series-a,6.06,USD,519.34,135.78,USD,post-money,INV0721,INV0721;INV0722,3,all-new-investors (DERIVED),Series A extension,SRC01623,MEDIUM,
R00482,S0091,Bengaluru,2025-12-11,2025-12-11,2025,FY25-26,series-b,29.0,USD,2485.3,,,,INV0709,INV0709;INV0184,3,mixed (DERIVED),"AI-engineered antibodies R&D, scale manufacturing, global expansion",SRC01632,HIGH,
R00483,S0091,Bengaluru,,2023,2023,FY23-24,venture,6.0,USD,496.8,,,,INV0184,INV0184,2,initial (DERIVED),,SRC01633,MEDIUM,
R00484,S0091,Bengaluru,,,2023,FY23-24,venture,9.0,USD,745.2,,,,,INV0038;INV0724;INV0725,3,all-new-investors (DERIVED),,SRC01633,MEDIUM,announcement_date stated loosely: UNKNOWN pre-2023
R00485,S0092,Mumbai,2021,2021-07-29,2021,FY21-22,seed,35.0,USD,2607.5,,,,INV0726,INV0726,2,initial (DERIVED),,SRC01648,MEDIUM,
R00486,S0092,Mumbai,2025-02-06,2025-02-06,2025,FY25-26,growth-equity,135.0,USD,11569.5,350.0,USD,,INV0013;INV0630,INV0013;INV0630;INV0060;INV0727,6,all-new-investors (DERIVED),"Fleet growth, international operations, aircraft payments",SRC01637,HIGH,
R00487,S0092,Mumbai,2025-08-20,2025-08-20,2025,FY25-26,growth-equity,125.0,USD,10712.5,,,,INV0013;INV0630;INV0060,INV0013;INV0630;INV0060;INV0728,7,mixed (DERIVED),"Fleet expansion, international operations, customer experience",SRC01649,HIGH,
R00488,S0092,Mumbai,,2023-09-27,2023,FY23-24,planned,400.0,USD,33120.0,1000.0,USD,target,,,0,unknown,Capital expansion; multiple tranches planned,SRC01645,MEDIUM,Reported by Mint via ch-aviation; fundraising in multiple tranches with valuation up to $1B from ~$650M; Jhunjhunwala family unlikely to buy additional shares
R00489,S0093,Mumbai,,2025-07-25,2025,FY25-26,Series D-II (Later Stage VC),185.0,USD,15854.5,540.0,USD,reported-estimate,INV0029,INV0029;INV0220;INV0731,4,mixed (DERIVED),growth and expansion,SRC01676,HIGH,
R00490,S0093,Mumbai,,2021-11-30,2021,FY21-22,Series D,40.0,USD,2980.0,300.0,USD,,INV0029,INV0029,2,all-new-investors (DERIVED),,SRC01677,HIGH,valuation range per source: ~$300-340M (CB Insights: $340M (low end stored)
R00491,S0093,Mumbai,2022-03-09,2022-03-09,2022,FY22-23,Secondary,30.0,USD,2355.0,,,undisclosed,,,0,unknown,secondary transaction,SRC01681,MEDIUM,
R00492,S0093,Mumbai,2025-07-25,2025-07-25,2025,FY25-26,Series D-II,185.0,USD,15854.5,4585.0,USD,reported-estimate,INV0029,INV0029;INV0220;INV0731,4,all-follow-on (DERIVED),growth and expansion,SRC01682,HIGH,
R00493,S0093,Mumbai,,2015,2015,FY15-16,Seed/Early,,USD,,,,,INV0732,INV0732,2,initial (DERIVED),early-stage funding,SRC01677,MEDIUM,Mayfield India was first institutional investor; holds ~20-22% stake
R00494,S0093,Mumbai,,2016,2016,FY16-17,Series B/C,,USD,,,,,,INV0288,1,all-new-investors (DERIVED),growth,SRC01684,LOW,360 ONE participated in Series B/C tranches per CB Insights
R00495,S0094,Mumbai,,2024-10-18,2024,FY24-25,Series F,150.0,USD,12555.0,3200.0,USD,post-money,INV0734,INV0734;INV0005;INV0735;INV0003;INV0160;INV0736,7,all-new-investors (DERIVED),"expansion, AI products, enterprise/govt, India/APAC",SRC01687,HIGH,
R00496,S0094,Mumbai,,2021-08-01,2021,FY21-22,Series E,650.0,USD,48425.0,3200.0,USD,post-money,INV0598;INV0699,INV0598;INV0699;INV0737;INV0142,6,all-new-investors (DERIVED),"courses, products, geos, acquisitions",SRC01691,HIGH,
R00497,S0094,Mumbai,2025-09-11,2025-09-11,2025,FY25-26,Debt refinancing,150.0,USD,12855.0,,,,INV0306,INV0306;INV0738,3,all-new-investors (DERIVED),"4-year renewal; $130M loan + $20M credit line (HSBC up to $50M, MARS up to $100M)",SRC01688,HIGH,
R00498,S0094,Mumbai,2022-03-08,2022-03-08,2022,FY22-23,Debt financing,350.0,USD,27475.0,,,,INV0739,INV0739,2,all-new-investors (DERIVED),Fund mergers and acquisitions globally,SRC01700,HIGH,
R00499,S0094,Mumbai,2017-04-03,2017-04-03,2017,FY17-18,Stake acquisition,,USD,,,,,INV0740,INV0740,2,initial (DERIVED),Expansion in strategic growth region (India),SRC01702,HIGH,
R00500,S0095,Gurugram,,2025-04-07,2025,FY25-26,Series B,136.0,USD,11655.2,,,,INV0741,INV0741;INV0537;INV0742;INV0743,5,mixed (DERIVED),"product innovation, market reach, team",SRC01723,HIGH,
R00501,S0095,Gurugram,,2023-05-09,2023,FY23-24,Series A,7.0,USD,579.6,42.5,USD,post-money-reported,INV0744,INV0744;INV0745;INV0746;INV0003;INV0743,6,initial (DERIVED),,SRC01724,MEDIUM,
R00502,S0095,Gurugram,2026-06-18,2026-06-18,2026,FY26-27,majority acquisition,,USD,,4100.0,USD,press-reported-estimate,INV0747,INV0747,2,all-new-investors (DERIVED),L'Oreal India expansion; brands into Consumer Products Division,SRC01720,HIGH,"Official deal value undisclosed; press estimates ~Rs 4,100cr (~$480M); founders remain minority"
R00503,S0096,Bengaluru,,2025-01-29,2025,FY25-26,Series E,65.0,USD,5570.5,700.0,USD,reported,INV0228,INV0228;INV0486;INV0404;INV0037,5,mixed (DERIVED),"AI product, global expansion, M&A",SRC01740,HIGH,valuation range per source: $700-800M flat (sources) (low end stored)
R00504,S0096,Bengaluru,,2025-03-05,2025,FY25-26,Debt,100.0,USD,8570.0,,,,INV0738,INV0738,2,all-new-investors (DERIVED),student loans via Leap Finance,SRC01743,HIGH,
R00505,S0096,Bengaluru,,2022-06-22,2022,FY22-23,Series D,75.0,USD,5887.5,,,,INV0486,INV0486;INV0225;INV0748;INV0404;INV0749,6,mixed (DERIVED),,SRC01742,HIGH,
R00506,S0096,Bengaluru,,2021-07-15,2021,FY21-22,Series C,55.0,USD,4097.5,,,,INV0750;INV0486;INV0404,INV0750;INV0486;INV0404,6,mixed (DERIVED),,SRC01749,MEDIUM,
R00507,S0096,Bengaluru,2020-03-01,2020-03-01,2020,FY20-21,Series A,5.5,USD,407.0,,,,INV0051,INV0051,2,initial (DERIVED),initial product development,SRC01748,MEDIUM,$5.5M round in 2020 per PIE News; investors not disclosed
R00508,S0096,Bengaluru,2021-03-16,2021-03-16,2021,FY21-22,Series B,17.0,USD,1266.5,,,,INV0404,INV0404;INV0084;INV0486,4,all-new-investors (DERIVED),"expand geographical footprint, ramp up tech and business teams",SRC01748,HIGH,
R00509,S0097,Mumbai,,2023-09-04,2023,FY23-24,Post-IPO,12.0883,USD,1000.91,,,,INV0751,INV0751;INV0752,3,all-new-investors (DERIVED),,SRC01760,MEDIUM,
R00510,S0097,Mumbai,,2021-10-06,2021,FY21-22,Post-IPO,42.2797,USD,3149.84,,,,INV0753;INV0036,INV0753;INV0036,4,all-new-investors (DERIVED),,SRC01760,MEDIUM,
R00511,S0097,Mumbai,,2021-02-04,2021,FY21-22,Series C (pre-IPO),13.6947,USD,1020.26,383.0,USD,post-money,INV0754;INV0009,INV0754;INV0009,4,initial (DERIVED),,SRC01760,MEDIUM,
R00512,S0098,Mumbai,,2023-10-01,2023,FY23-24,Series A,3000.0,INR,3000.0,,,,INV0037,INV0037,2,all-new-investors (DERIVED),,SRC01764,,
