startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0064,NoBroker,NoBroker Technologies Solutions Private Limited,,nobroker.in,2014,2014-12-08,active,Series E / unicorn,proptech,,brokerage-free listings + subscriptions + home/financial services,consumer + B2B,Bengaluru,Karnataka,India,HQ,"Bengaluru, Karnataka",1001-5000 (Crunchbase range; UNVERIFIED),,"58519.5 Mn INR (equity, DERIVED)",,Series D,,965,FY24,FY25 crore INR,,FY24  INR,,U74900KA2014PTC077652,,,private,unchecked (not in linkcheck set),https://www.nobroker.in,https://www.nobroker.in/careers,2026-09-14,HIGH,SRC01189,CONFLICT[total funding]: report $368-376M disclosed range; note Crunchbase higher figure | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[total_funding]: PTI figure likely excludes some tranches; Zivora PR includes all investors. Trac | GAPS: FY25/FY26 audited financials not filed per Inc42 Jul 2026 — unverified; valuation after Mar 2023 down-round ($954M vs $1.06B unicorn) — note lost unicorn valuation on paper; DPIIT/CIN unverified; FY25/FY26 audited or press-quoted filing fin | last_funding_date stated loosely: Oct 2019,Mature private company
S0065,Skyroot Aerospace,Skyroot Aerospace Private Limited,,https://skyroot.in,2018,2018-06-12,active,Unicorn,spacetech launch,,B2B launch services (small-sat rockets),,Hyderabad,Telangana,India,HQ,,,,"11853.8 Mn INR (equity, DERIVED)",2026-05-07,pre-Series C (second),,,,,,,,U74999TG2018PTC125073,,,Private,unchecked (not in linkcheck set),https://www.skyroot.in,https://www.skyroot.in/careers,2026-09-14,MEDIUM,,CONFLICT[total_funding]: TOI $160M likely cumulative incl $60M; BS/VCC 'close to $100M' likely pre-round | GAPS: No revenue/financials disclosed (pre-commercial; contract book post-launch); Exact equity/debt split ($50M/$10M per TC) single-sourced; Prior round dates/amounts partially reconstructed from secondary reporting; financials: no audited or pr,Scale-up
S0066,Digantara,UNKNOWN,,digantara.co.in (UNVERIFIED — not seen in results; left as gap),2020,2018-12-19,active,Series B / growth,spacetech ssa,,space situational awareness data + satellite constellation (defence/gov + commercial operators),B2B + government/defence,Bengaluru,Karnataka,India,registered + operational,"9th Floor, Brigade Senate-2, Outer Ring Road, Hebbal, R.M.V. Extension II Stage, Bangalore, Karnataka - 560094",UNKNOWN,,"5466.9 Mn INR (equity, DERIVED)",,Series A1,,4.7,FY25,FY25 crore INR,,,,U74999UR2018PTC009322,,,private,unchecked (not in linkcheck set),https://www.digantara.co.in,https://digantara.co.in/careers,2026-09-14,HIGH,SRC01214,"CONFLICT[founded year]: use 2020 (majority + founder narrative) | CONFLICT[Series B lead]: both describe same round; RoC filing is transaction doc — Reliance-led stands, T | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[founded year]: Incorporated 19 Dec 2018 per MCA records; pivoted to commercial SSA in 2020; use | CONFLICT[Series B lead]: Both describe same round; RoC filing is transaction document — Reliance-led stan | CONFLICT[total_funding]: Minor discrepancy; $64.5M most commonly cited; includes $2.5M seed + $12M A1 + $ | CONFLICT[SCOT launch date]: Multiple primary sources confirm Jan 14, 2025; TechCrunch article published Dec | GAPS: website/legal name/CIN unverified; financials entirely unverified; total raised $64.5M vs $66.5M across sources — minor, unresolved; employee count unverified; financials: no audited or press-quoted FY25 revenue/profit surfaced; incorporati | last_funding_date stated loosely: Jun 2023 / Feb 2024",Startup
S0067,Games24x7,Play Games24x7 Private Limited,,https://www.games24x7.com,2006,2006-06-13,active (distressed pivot — RMG banned Aug 2025),"Unicorn (Series C-era; $2.5B, 2022)",gaming (real-money skill gaming),"['fantasy sports', 'rummy', 'casual gaming']",Real-money skill gaming (now suspended) → pivoting to free-to-play; ad/subscription/IAP exploration,B2C gamers,Mumbai,Maharashtra,India,registered + operational,"5th Floor, Central Wing(B), Tower-4, Nesco IT Park Nesco Centre, Western Express Highway, Goregaon(E), Mumbai, Maharashtra, 400063",777,,"20184.9 Mn INR (equity, DERIVED)",2022-03-30,Venture round (unicorn),,2236.1,FY25,FY25 crore INR,-64.0,FY25 crore INR,,U92490MH2006PTC162586,,,Private,unchecked (not in linkcheck set),https://www.games24x7.com,https://www.games24x7.com/life#join-us,2026-09-14,HIGH,SRC01244,"Q-wave: My11Circle is Games24x7 OWN brand; Dream11 is rival (Powerplay) — check any competitor/funding rows that conflated them | CONFLICT[valuation]: Adopt $2.5B as announced valuation; note Inc42's lower calc as methodology footn | CONFLICT[hiring.layoffs_sep2025]: Both describe same Sept 2025 RMG-ban round; ET figure larger and later (Sept 10) | CONFLICT[quarantined-claim]: Q-wave source hunt: contradicted | CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_count]: Tracxn 777 as of Jul 2025; Inc42 666 reflecting post-layoff decline; both plausi | CONFLICT[pat_fy25]: Inc42 FAQ states -₹64.0 Cr; Datalabs breakdown shows -₹72.7 Cr (63% improvement | CONFLICT[funding_total]: Tracxn $98.1M is most granular (6 rounds); PitchBook rounds to $100M; Inc42 only | GAPS: Seed/Series A/B history not traced (total funding $123M per GetLatka, unverified); CIN not verified; Audited MCA financials not pulled directly; Inc42 secondary summaries only; Post-ban (2026) status — free-to-play traction, international b",Mature private company
S0068,Infra.Market,Hella Infra Market Private Limited,,https://infra.market,2016,2016-08-01,active private,"unicorn, pre-IPO (confidential DRHP filed)",B2B construction materials,"['proptech construction', 'manufacturing']",marketplace + private-label manufacturing (house of brands),,Thane,,India,corporate headquarters,"Thane, Maharashtra (exact address not verified from primary source)",5929,,"81369.2 Mn INR (equity, DERIVED) + 19540.0 Mn INR (debt)",2026,debt,,20000,FY26,FY26 crore INR,312.5,FY26 crore INR,,U46632MH2016PLC283737,,,private,unchecked (not in linkcheck set),https://infra.market,https://infra.market/careers,2026-09-14,HIGH,SRC01265,"CONFLICT[Series G valuation]: Use $2.8Bn (Entrackr/Inc42, Sep 2025); Entrepreneur's $2.7Bn appears rounding/FX | CONFLICT[FY25 revenue]: Use RoC-based ET figure Rs 18,472 Cr; Inc42's Rs 18,555.8 Cr likely total-income | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[incorporation_date]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[FY25 revenue]: Use Rs 18,472 Cr as operating revenue; Rs 18,556 Cr as total income (includes Rs | CONFLICT[Series G valuation]: Use $2.8Bn (Entrackr/Inc42, Sep 2025); Entrepreneur's $2.7Bn appears rounding/FX | CONFLICT[Employee count]: Different methodologies. Inc42 likely uses formal payroll; Revelio uses broader | CONFLICT[HQ city]: Thane is the registered/corporate HQ per MCA and Inc42; Mumbai may refer to broa | GAPS: CIN/DPIIT status not verified; Employee headcount not verified; FY25 audited PAT split (exceptional items) not verified; DRHP contents (confidential, not public) | City corrected from discovery seed (Mumbai) to Thane per enrichment.",Startup
S0069,Kinara AI,"Kinara, Inc. (India: KINARA AI PRIVATE LIMITED, CIN U72900TG2018PTC125714, inc Jul 17 2018)",,http://kinara.ai,2014,2018-07-17,acquired,acquired,edge-ai chips,,B2B hardware + software (discrete NPUs Ara-1/Ara-2 + SDK),enterprise,Hyderabad,,India,,,~100,,"2607.5 Mn INR (equity, DERIVED)",2021-09-14,Series B,,10.0,FY25,FY25  INR,,,,U72900TG2018PTC125714,NXP Semiconductors,NXP Semiconductors,private (acquired),unchecked (not in linkcheck set),https://kinara.ai,https://kinara.ai/careers,2026-09-14,MEDIUM,,"CONFLICT[total funding]: use $54M per company-adjacent press (EE Times Feb 2025); Tracxn partial capture | GAPS: India-subsidiary financials not verified from MCA; employee split US vs Hyderabad unverified; seed/Series A details unverified; round_type/announcement_date of enrich $35M round; FY25/26 filing financials | City corrected from discovery seed (Bengaluru) to Hyderabad (India R&D; HQ Los Altos, USA) per enrichment. | PARENT/SUBSIDIARY: Subsidiary of NXP Semiconductors since H1 2025 close (acquired) | HQ/domicile detail: India R&D; HQ Los Altos, USA)",Subsidiary
S0070,Navi,Navi Technologies Ltd / Navi Group (Navi Finserv NBFC arm),,https://navi.com,2018,2018-12-10,active,late,fintech,,"B2C fintech superapp (lending, insurance, MF, UPI)",consumer,Bengaluru,Karnataka,India,HQ,"2nd Floor, Vaishnavi Tech Square, Iballur Village, Begur Hobli, Bengaluru, Karnataka 560102",1737,,"21635.6 Mn INR (equity, DERIVED) + 4935.6 Mn INR (debt)",2026-08-19,Series C (first institutional equity),,2691.5,FY25,FY26 crore INR,126.0,FY25 crore INR,registered (per Tracxn tag),U72900KA2018PLC119297,,,private,unchecked (not in linkcheck set),https://navi.com,https://navi.com/careers,2026-09-14,HIGH,SRC01291,CONFLICT[valuation Aug 2026]: use $1.3B deal-report figure; Tracxn estimate flagged | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[valuation Aug 2026]: use $1.3B deal-report figure; Tracxn estimate flagged | CONFLICT[valuation IPO target]: Both sources report ~$2B IPO target valuation; consistent | CONFLICT[FY26 net loss vs profit]: Different entities: TechCrunch reports Navi Ltd consolidated; Inc42 reports Navi | CONFLICT[description]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | GAPS: CCI approval status of Prosus round unverified; CIN/DPIIT number unverified; FY26 filing financials (FY25 already in enrich file) | PARENT/SUBSIDIARY: none disclosed,Startup
S0071,Ninjacart,63Ideas Infolabs Pvt Ltd,,https://ninjacart.com,2015,2015-07-02,active,Series D/E late,agritech supply chain,,B2B marketplace + fulfillment + fintech/credit,"B2B (retailers, traders, HoReCa, quick-commerce)",Bengaluru,Karnataka,India,HQ,"2nd floor Tower E, Helios Business Park, New Horizon College Bus stop, Service road, Chandana, Kadubeesanahalli, Bengaluru, 560103",993,,"34269.2 Mn INR (equity, DERIVED)",2026-07-02,Series E (tranche 1),,1634,FY25,FY25 crore INR,256.0,FY25 crore INR,,U51100KA2015PTC081330,,,private,unchecked (not in linkcheck set),https://ninjacart.com,https://ninjacart.com/careers,2026-09-14,HIGH,SRC01316,"CONFLICT[status]: Company actively operating per Jul 2026 statement; Tracxn CIRP flag likely data | CONFLICT[FY24_revenue]: Minor discrepancy; ET reports Rs 2,002.7 cr, PTI/HDFCSky reports Rs 2,007 cr. Bo | CONFLICT[FY24_loss]: ET reports Rs 259.6 cr; PTI rounds to Rs 260 cr. Both refer to same metric. | CONFLICT[founders]: Oct 2023 ET article lists Sachin Jose as co-founder; current ninjacart.com/about | GAPS: Full round-by-round history (17 rounds per CB Insights) not enumerated; CIN unverified; FY25 filing financials | PARENT/SUBSIDIARY: strategic stakes by Walmart/Flipkart (non-controlling disclosed)",Scale-up
S0072,Pine Labs,Pine Labs Limited,,https://pinelabs.com,1998,1998-05-18,operating,Public (listed Nov 2025),fintech,"['payments', 'merchant commerce', 'issuing/prepaid']",B2B merchant commerce / payments platform + issuing,"B2B (merchants, banks, brands)",Noida,Uttar Pradesh,India,corporate office Noida; registered office Gurugram,"Unit No. 408, 4th Floor, Time Tower, MG Road, DLF QE, Gurgaon, Haryana 122002",3535,,"142586.6 Mn INR (equity, DERIVED) | IPO issue 3900.0 USDMn (excluded from private equity total) | IPO issue 2600.0 USDMn (excluded from private equity total)",2025-11-06,Secondary,"~$3.3B market cap on listing (Rs 28,856 cr)",744,FY26,FY26 crore INR,,,,L67100HR1998PLC113312,,,Public,unchecked (not in linkcheck set),https://pinelabs.com,https://www.pinelabs.com/careers,2026-09-14,HIGH,,"CONFLICT[ipo_valuation]: Timeline progression: June expectation superseded by Nov 2025 RHP pricing at ~$2 | CONFLICT[city]: Seed said Delhi NCR (broadly correct); Wikipedia distinguishes corporate office | CONFLICT[cin]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[state]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[fy25_revenue]: Wikipedia figure may be standalone; Yahoo Finance shows consolidated; discrepanc | GAPS: Audited FY25 revenue/PAT not verified from RHP (only Wikipedia-snippet revenue Rs 2,274 cr); Pre-2018 round-by-round amounts not fully verified; CIN/incorporation date not verified; Headcount/customers count not verified",Public company
S0073,River Mobility,River Mobility Pvt Ltd,,https://www.rideriver.com/,2021-03-01,2022-03-17,active,Series C,EV two-wheeler,,B2C hardware (Indie e-scooter) + service/retail network,consumer,Bengaluru,,India,,,,,"15030.0 Mn INR (equity, DERIVED) + 10440.0 Mn INR (debt)",2026-08-05,Series C (equity+debt),"~$200M (Moneycontrol, unconfirmed)",416.0,FY25,FY26 INR INR,176.0,FY25 crore INR,,U34100TN2022PTC193766,,,private,unchecked (not in linkcheck set),https://www.rideriver.com,https://www.rideriver.com/careers,2026-09-14,MEDIUM,,CONFLICT[total raised]: both kept; TechCrunch likely equity-only count; VCCircle higher incl. debt tranc | GAPS: Audited FY revenue unverified; valuation (~$200M per Moneycontrol) unconfirmed; headcount unverified; valuations (Series A/B/C valuations undisclosed in all coverage seen); FY25/FY26 audited or press-quoted filing financials; Audited FY26 f | City corrected from discovery seed (Bengaluru) to Bengaluru (factory Hoskote) per enrichment. | PARENT/SUBSIDIARY: none (Yamaha strategic investor + manufacturing partner) | HQ/domicile detail: factory Hoskote),Startup
S0074,Rocketlane,Rocketlane Technologies Private Limited,,https://rocketlane.com,2020-04-01,2020-05-19,active,Series C,SaaS (PSA / onboarding),,B2B SaaS (seat-based + consumption credits for Nitro AI agents),B2B enterprise,Chennai,,India,,,303,,"8641.8 Mn INR (equity, DERIVED)",2026-03-25,Series C,$300M post-money (per Private Markets Minute),,FY26,FY26 USD USD,,,,U72900TN2020PTC135352,,,private,unchecked (not in linkcheck set),https://www.rocketlane.com,https://careers.kula.ai/rocketlane,2026-09-14,MEDIUM,,"CONFLICT[Series C second close]: possible extension/secondary Atlassian entry; kept both, primary dated round use | GAPS: Atlassian Jul-2026 amount/terms unverified; audited revenue unverified; CIN unverified; Audited revenue figures; Atlassian Jul 2026 investment details; CIN verification; Exact Series A amount ($18M per enrich, unverified from primary source | City corrected from discovery seed (Bengaluru) to Chennai (dual HQ Wilmington, Delaware, USA) per enrichment. | PARENT/SUBSIDIARY: none | HQ/domicile detail: dual HQ Wilmington, Delaware, USA)",Startup
S0075,Ultrahuman,Ultrahuman Healthcare Pvt Ltd,,https://www.ultrahuman.com/us/,2019-12-01,2019-11-01,active,Series C,healthtech / wearables,,"B2C hardware (Ring Air/Pro, M1 CGM) + subscription software (PowerPlugs)",consumer,Bengaluru,Karnataka,India,HQ,"UltraFactory – Ultrahuman Manufacturing Facility, OM Towers, Kudlu Gate, Begur, Bengaluru - 560114, India",333,,"24783.2 Mn INR (equity, DERIVED) + 100.0 Mn INR (debt)",2026-09-03,Series C extension,$365M (Sep 2026); $120M (2023 Series B),651,FY26,FY26 crore INR,176.0,FY26 crore INR,registered (per Tracxn tag),U74999KA2019PTC129250,Zomato,Zomato,private,unchecked (not in linkcheck set),https://www.ultrahuman.com,https://ultrahuman.zohorecruit.in/jobs/Careers,2026-09-14,HIGH,SRC01406,"CONFLICT[FY25 PAT]: use company-press $8.2M/Rs 73cr; flag consolidation basis | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[Series B amount]: Consistent across sources; use $35M | CONFLICT[Series B valuation]: Use $125M from ET/CNBC reporting; original DB value was approximate | CONFLICT[FY25 PAT]: Use Rs 73 cr from company press; flag Inc42 discrepancy | CONFLICT[Entity structure - Singapore]: No Singapore entity identified. Entity structure is India (Pvt Ltd) + UAE (SP LL | CONFLICT[Founders - Kavita Kandaih]: Only two founders confirmed: Mohit Kumar and Vatsal Singhal. No Kavita Kandaih f | CONFLICT[Chainalytics connection]: Chainalytics is unrelated. Founders' prior venture was Runnr (acquired by Zomato | CONFLICT[Total disclosed funding]: Tracxn updated to $135.9M reflecting all rounds including Series C and debt | GAPS: Mar-2026 Series C investor list undisclosed; CIN/DPIIT number unverified; Audited FY26 financials; Series C investor list (Premji Invest denied); CIN/DPIIT verification; Exact Series B valuation ($120M per TechCrunch); confirmed close + fin | PARENT/SUBSIDIARY: subsidiary: LazyCo (Pune, 2017)",Subsidiary
