task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT0674,S0120,Zenoti,financials,P3,subagent,2026-09-14,2026-09-15,"MCA entity revenue Rs 336 Cr (FY25); USD $39.77M; Latka estimates $174.3M ARR (2024); Affluense reports Rs 1,100 Cr FY24 revenue with Rs 50 Cr net loss",,needs-verification,15
RT0675,S0120,Zenoti,founders,P3,subagent,2026-09-14,2026-09-15,"Sudheer Koneru: IIT Madras, UT Austin, ex-Microsoft; Dheeraj Koneru: PhD Cornell, ex-Mozaik Media; Anand Arvind: ex-SumTotal VP Products",,needs-verification,8
RT0676,S0120,Zenoti,funding,P3,subagent,2026-09-15,2026-09-15,"6 rounds: Series A $6M (2015), Series B $15M (2016), Series C $50M+ $20M (2019), Series D $160M (2020), Series D-II $80M (2021). Total ~$331M. TPG led Series D-",,needs-verification,14
RT0677,S0120,Zenoti,identity,P3,subagent,2026-09-14,2026-09-15,Zenoti OS platform with AI Workforce; Zeenie AI assistant; no patent data found,,needs-verification,23
RT0678,S0120,Zenoti,legal,P3,subagent,2026-09-15,2026-09-15,No litigation or regulatory issues found in search results,,needs-verification,7
RT0679,S0120,Zenoti,products,P3,subagent,2026-09-15,2026-09-15,"Zenoti OS with AI agents (Receptionist, Concierge, Lead Manager, Marketer, Scribe, Dispute Manager, Business Advisor); customers include European Wax Center, TO",,needs-verification,7
RT0680,S0121,Exxat,events,P1,subagent,2026-09-14,2026-09-14,ACTIVE - Accel-KKR investment Jan 2026,,completed,1
RT0681,S0121,Exxat,financials,P1,subagent,2026-09-14,2026-09-14,Revenue ~$11.06M per Tracxn,,completed,1
RT0682,S0121,Exxat,founders,P1,subagent,2026-09-14,2026-09-14,"Founder: Aarti Vaishnav (CEO); Legal name Exxat, Inc.",,completed,1
RT0683,S0121,Exxat,identity,P1,subagent,2026-09-14,2026-09-14,"Founder: Aarti Vaishnav (CEO); Legal name Exxat, Inc.",,completed,2
RT0684,S0122,Bellatrix Aerospace,events,P2,subagent,2026-09-14,2026-09-14,ACTIVE - $20M Pre-Series B Mar 2026,,completed,1
RT0685,S0122,Bellatrix Aerospace,financials,P2,subagent,2026-09-14,2026-09-14,Revenue ~$207K per Tracxn (very early stage),,completed,1
RT0686,S0122,Bellatrix Aerospace,founders,P2,subagent,2026-09-14,2026-09-14,"Founders: Rohan Ganapathy, Yashas Karanam, Saagar Mala; Founded 2015",,completed,1
RT0687,S0122,Bellatrix Aerospace,identity,P2,subagent,2026-09-14,2026-09-14,"Founders: Rohan Ganapathy, Yashas Karanam, Saagar Mala; Founded 2015",,completed,2
RT0688,S0123,Foxtale,events,P3,subagent,2026-09-14,2026-09-14,"ACTIVE - Series C $30M Jan 2025, continuing operations",,needs-verification,1
RT0689,S0123,Foxtale,financials,P3,subagent,2026-09-14,2026-09-14,"Revenue ₹206 Cr FY25, loss ₹73 Cr FY25",,needs-verification,1
RT0690,S0123,Foxtale,founders,P3,subagent,2026-09-14,2026-09-14,"CIN U24110MH2021PTC359914, incorporated May 05 2021; Founder: Romita Mazumdar",,needs-verification,1
RT0691,S0123,Foxtale,identity,P3,subagent,2026-09-14,2026-09-14,"CIN U24110MH2021PTC359914, incorporated May 05 2021; Founder: Romita Mazumdar",,needs-verification,2
RT0692,S0124,GalaxEye,financials,P3,subagent,2026-09-14,2026-09-14,5 founders; Rs 44.2Cr extension,,logged-no-result,1
RT0693,S0124,GalaxEye,founders,P3,subagent,2026-09-14,2026-09-14,5 founders; Rs 44.2Cr extension,,completed,1
RT0694,S0124,GalaxEye,funding,P3,subagent,2026-09-14,2026-09-14,Active; $10M bridge; 150 staff; constellation plan,,completed,1
RT0695,S0124,GalaxEye,identity,P3,subagent,2026-09-14,2026-09-14,Official galaxeye.space domain and first-party job portal; official search results also exposed the GalaxEye Zoho ATS.,,completed,2
RT0696,S0125,HerSpace Manufacturing,financials,P3,credonex,2026-09-15,2026-09-15,"HERSPACE PRIVATE LIMITED (U74999KA2021PTC146084) incorporated 01/04/2021, active, Bangalore. Directors: Radhakrishnan Anoop, Sita Sircar, Robert Alexander Patti",,blocked,39
RT0697,S0125,HerSpace Manufacturing,founders,P3,subagent,2026-09-14,2026-09-15,"Company is 'largely women-led' in terms of workforce (80% women workers per Facebook/Instagram), NOT women founders. Founders are Bob Pattillo and Puneeth Thimm",,needs-verification,40
RT0698,S0125,HerSpace Manufacturing,funding,P3,subagent,2026-09-14,2026-09-14,$40M + $10M; expansion geography; structure,,needs-verification,1
RT0699,S0125,HerSpace Manufacturing,identity,P3,subagent,2026-09-14,2026-09-15,"HERSPACE MANUFACTURING PRIVATE LIMITED (U25129KA2025PTC197307) incorporated 25/01/2025, NIC 251 (rubber/chemical), directors: Banthalapad Nagaraja Simha, Thimme",,needs-verification,118
RT0700,S0126,Snitch,events,P3,subagent,2026-09-14,2026-09-15,"Acquired July 28, 2026; 100% stake; deal terms undisclosed; Berrylush operates independently; co-founder Anusha Chandrashekar",,needs-verification,48
RT0701,S0126,Snitch,financials,P3,subagent,2026-09-14,2026-09-15,FY25: Rs 498 Cr (net loss Rs 1.7 Cr); FY26: Rs 900 Cr (EBITDA 2-3%); both unaudited per management,,needs-verification,95
RT0702,S0126,Snitch,founders,P3,P3-WAVE,2026-09-15,2026-09-15,"Co-founders confirmed via IndianRetailer; Rishabh Nigam worked at ZEE5, Pocket FM, upGrad",,needs-verification,47
RT0703,S0126,Snitch,funding,P3,subagent,2026-09-14,2026-09-15,"No evidence of DeVC or Rainmatter investment; all funding from 360 One, SWC Global, IvyCap, Ravi Modi Family Office",,needs-verification,95
RT0704,S0126,Snitch,identity,P3,subagent,2026-09-14,2026-09-15,No legal matters found for Snitch Apparels Private Limited,,needs-verification,95
RT0705,S0126,Snitch,legal,P3,P3-WAVE,2026-09-15,2026-09-15,No legal matters found for Snitch Apparels Private Limited,,needs-verification,47
RT0706,S0126,Snitch,traction,P3,P3-WAVE,2026-09-15,2026-09-15,131 stores as of Aug 2026; 100 stores milestone Dec 2025; 60% online/40% offline; Snitch Quick in 4 cities,,needs-verification,47
RT0707,S0127,OneCard (FPL Technologies),founders,P1,subagent,2026-09-14,2026-09-14,"Founders Anurag Sinha, Vibhav Hathi, Rupesh Kumar; founded 2019",,needs-verification,1
RT0708,S0127,OneCard (FPL Technologies),funding,P1,subagent,2026-09-14,2026-09-14,Active; Series D ongoing Rs 72Cr; $25.5M Dec 2024; RBI halt Dec 2025,,needs-verification,1
RT0709,S0127,OneCard (FPL Technologies),identity,P1,subagent,2026-09-14,2026-09-14,Active; Series D ongoing Rs 72Cr; $25.5M Dec 2024; RBI halt Dec 2025,,needs-verification,1
RT0710,S0128,Rezolv,financials,P3,subagent,2026-09-15,2026-09-15,"CIN U62099MH2024PTC435417; incorporated Nov 25, 2024; registered office BandraE, Kurla, Mumbai",,needs-verification,21
RT0711,S0128,Rezolv,founders,P3,subagent,2026-09-14,2026-09-15,Both ex-Kissht co-founders; DIN 01543244 for Karan; education not publicly documented,,needs-verification,22
RT0712,S0128,Rezolv,funding,P3,subagent,2026-09-14,2026-09-15,"Seed $3.5M announced Mar 4, 2025; led by 3one4 Capital with Blume Ventures participation",,needs-verification,64
RT0713,S0128,Rezolv,identity,P3,subagent,2026-09-15,2026-09-15,No results; Rezolv is NOT an EV charging/battery company; task prompt description was incorrect,,needs-verification,42
RT0714,S0129,JustAI,founders,P1,subagent,2026-09-14,2026-09-14,YC profile confirms founder backgrounds; seed investor list,,needs-verification,1
RT0715,S0129,JustAI,funding,P1,subagent,2026-09-14,2026-09-14,YC profile confirms founder backgrounds; seed investor list,,needs-verification,1
RT0716,S0129,JustAI,identity,P1,subagent,2026-09-14,2026-09-14,Series A $17M led Base10 (Jun 2026); founders Neha Mittal + Jeff Hara; seed $1.7M Aug 2024; YC W24; rebrand Just Words→JustAI,,needs-verification,1
RT0717,S0130,BGauss,financials,P3,subagent,2026-09-14,2026-09-14,FY25 revenue Rs 238.9cr +33.9%; founder Hemant Kabra 2020,,needs-verification,1
RT0718,S0130,BGauss,founders,P3,subagent,2026-09-14,2026-09-14,FY25 revenue Rs 238.9cr +33.9%; founder Hemant Kabra 2020,,needs-verification,1
RT0719,S0130,BGauss,funding,P3,subagent,2026-09-14,2026-09-14,"Series D Rs 110cr Aug 2026 at Rs 1,000cr valuation; prior rounds; founder; FY25 rev Rs 238.9cr",,needs-verification,1
RT0720,S0130,BGauss,identity,P3,subagent,2026-09-14,2026-09-14,"Series D Rs 110cr Aug 2026 at Rs 1,000cr valuation; prior rounds; founder; FY25 rev Rs 238.9cr",,needs-verification,1
RT0721,S0131,Emo Energy,funding,P2,subagent,2026-09-14,2026-09-14,Series A $6.2M Subhkam Jan 2025; seed $1.2M May 2024; FY25 rev Rs 10cr targeting double,,completed,1
RT0722,S0131,Emo Energy,identity,P2,subagent,2026-09-14,2026-09-14,Active; FY26 3.43x growth; founders; ZEN platform; clients Kinetic Green/BigBasket/Domino's/Blinkit,,completed,1
RT0723,S0132,Baaz Bikes,founders,P3,subagent,2026-09-14,2026-09-14,YourStory + ISN confirm $8M Series A led Singapore BIG Capital; Delhi NCR base; clients Zomato/Amazon,,logged-no-result,1
RT0724,S0132,Baaz Bikes,identity,P3,subagent,2026-09-14,2026-09-14,Active signal: Jun 2026 ET funding-wave article; $8M Series A Nov 2023 led Big Capital (ET),,completed,1
RT0725,S0133,Piston,founders,P2,subagent,2026-09-14,2026-09-14,"ANI press release via ThePrint; ISN; citybiz confirm $15M Series A, network expansion purpose",,logged-no-result,1
RT0726,S0133,Piston,funding,P2,subagent,2026-09-14,2026-09-14,"ANI press release via ThePrint; ISN; citybiz confirm $15M Series A, network expansion purpose",,completed,2
RT0727,S0134,Chargebee,customers,P3,web_search+chargebee.com,2026-09-15,2026-09-15,"Named customers: Freshworks, Calendly, Okta, Doodle, Pret a Manger, Study.com, DeepL, Lambda, Gorgias, Condé Nast, Zapier, LegalZoom, Freepik, Agicap, Future, W",,needs-verification,29
RT0728,S0134,Chargebee,events,P3,web_search+chargebee.com,2026-09-15,2026-09-15,"No product called RevenueWorks found. Chargebee products: Billing, RevRec, Receivables, Retention, Entitlements, CPQ, plus acquired Inai and Trainn.",,needs-verification,1
RT0729,S0134,Chargebee,financials,P3,subagent,2026-09-14,2026-09-15,"No product called RevenueWorks found. Chargebee products: Billing, RevRec, Receivables, Retention, Entitlements, CPQ, plus acquired Inai and Trainn.",,needs-verification,31
RT0730,S0134,Chargebee,founders,P3,subagent,2026-09-14,2026-09-15,"Krish Subramanian still CEO as of Aug 2026; no CEO change; several exec exits (Kapil Mehta, Braden Lanham, Jordan Timothy, Nanda Kishore)",,needs-verification,30
RT0731,S0134,Chargebee,funding,P3,subagent,2026-09-14,2026-09-15,"Full funding history: Angel $370K (2012), Seed $1.2M (2013), Series A $800K (2014), Series B $5M (2015), Series C $18.4M (2018), Series D $14M (2019), Series F ",,needs-verification,30
RT0732,S0134,Chargebee,identity,P3,subagent,2026-09-14,2026-09-15,No litigation or regulatory issues found. MCA records show Active status with no open charges.,,needs-verification,32
RT0733,S0134,Chargebee,investors,P3,subagent,2026-09-14,2026-09-14,Series G $125M/$1.4B; Series H $250M/$3.5B with leads,,needs-verification,1
RT0734,S0134,Chargebee,legal,P3,web_search+registerkaro,2026-09-15,2026-09-15,No litigation or regulatory issues found. MCA records show Active status with no open charges.,,needs-verification,1
RT0735,S0134,Chargebee,locations,P3,web_search+thehindubusinessline+layoffs.fyi,2026-09-15,2026-09-15,"Layoffs: Nov 2022 (142 employees, 10%), Sep 2023 (100-120 employees, 10%). Bengaluru office at WeWork Prestige Tech Park.",,needs-verification,1
RT0736,S0134,Chargebee,people,P3,web_search+chargebee.com,2026-09-15,2026-09-15,"Krish Subramanian still CEO as of Aug 2026; no CEO change; several exec exits (Kapil Mehta, Braden Lanham, Jordan Timothy, Nanda Kishore)",,needs-verification,29
RT0737,S0134,Chargebee,products,P3,web_search+chargebee.com,2026-09-15,2026-09-15,"No product called RevenueWorks found. Chargebee products: Billing, RevRec, Receivables, Retention, Entitlements, CPQ, plus acquired Inai and Trainn.",,needs-verification,1
RT0738,S0134,Chargebee,traction,P3,web_search+getlatka+tracxn,2026-09-15,2026-09-15,"GetLatka estimates: $202.6M ARR 2024, $124.4M 2023, $115.4M 2022, $33.7M 2021, $24M 2020. MCA India entity: Rs 300-400 Cr revenue FY25 (Tofler), Rs 372.9 Cr FY2",,needs-verification,29
RT0739,S0135,Delhivery,events,P3,subagent,2026-09-14,2026-09-14,"Ecom Express acquisition Rs 1,407 Cr; IPO Rs 5,235 Cr; founders",,completed,1
RT0740,S0135,Delhivery,financials,P3,subagent,2026-09-14,2026-09-14,"FY25 rev Rs 8,932 Cr, PAT Rs 162 Cr; Q1FY27 rev Rs 2,931 Cr",,completed,1
RT0741,S0135,Delhivery,founders,P3,subagent,2026-09-14,2026-09-14,"Ecom Express acquisition Rs 1,407 Cr; IPO Rs 5,235 Cr; founders",,completed,1
RT0742,S0135,Delhivery,funding,P3,subagent,2026-09-14,2026-09-14,"Ecom Express acquisition Rs 1,407 Cr; IPO Rs 5,235 Cr; founders",,completed,1
RT0743,S0135,Delhivery,identity,P3,subagent,2026-09-14,2026-09-14,"FY25 rev Rs 8,932 Cr, PAT Rs 162 Cr; Q1FY27 rev Rs 2,931 Cr",,completed,2
RT0744,S0136,Erisha E Mobility,founders,P2,subagent,2026-09-14,2026-09-14,"$1B Series D Mar 17 2025, UAE investor, CCEED EPC; founders Darshan/Sudhir Rana",,completed,1
RT0745,S0136,Erisha E Mobility,funding,P2,subagent,2026-09-14,2026-09-14,"$1B Series D Mar 17 2025, UAE investor, CCEED EPC; founders Darshan/Sudhir Rana",,completed,1
RT0746,S0136,Erisha E Mobility,identity,P2,subagent,2026-09-14,2026-09-14,Official erishaev.com domain and first-party /career page verified.,,completed,2
RT0747,S0137,Freshworks,events,P1,subagent,2026-09-14,2026-09-14,"IPO $1.03B, $10.13B valuation, 28.5M shares at $36",,completed,2
RT0748,S0137,Freshworks,financials,P1,subagent,2026-09-14,2026-09-14,FY25 rev $838.8M; founders Girish/Shan; Series H $150M,,completed,1
RT0749,S0137,Freshworks,founders,P1,subagent,2026-09-14,2026-09-14,FY25 rev $838.8M; founders Girish/Shan; Series H $150M,,completed,1
RT0750,S0137,Freshworks,funding,P1,subagent,2026-09-14,2026-09-14,FY25 rev $838.8M; founders Girish/Shan; Series H $150M,,completed,1
RT0751,S0137,Freshworks,identity,P1,subagent,2026-09-14,2026-09-14,Official freshworks.com domain and first-party careers page verified; official SmartRecruiters listing also appeared in search.,,completed,2
RT0752,S0138,OYO,events,P3,subagent,2026-09-14,2026-09-14,"Active, pre-IPO; Prism shareholder nod Rs 6,650 Cr; FY25 rev Rs 6,253 Cr, PAT Rs 245 Cr (Reuters)",,needs-verification,1
RT0753,S0138,OYO,financials,P3,subagent,2026-09-14,2026-09-14,"FY25 PAT Rs 623 Cr (+172%), rev Rs 6,463 Cr (+20%), adj EBITDA Rs 1,132 Cr; founded 2013 by Ritesh Agarwal",,needs-verification,1
RT0754,S0138,OYO,funding,P3,subagent,2026-09-14,2026-09-14,"FY25 PAT Rs 623 Cr (+172%), rev Rs 6,463 Cr (+20%), adj EBITDA Rs 1,132 Cr; founded 2013 by Ritesh Agarwal",,needs-verification,1
RT0755,S0138,OYO,identity,P3,subagent,2026-09-14,2026-09-14,"Active, pre-IPO; Prism shareholder nod Rs 6,650 Cr; FY25 rev Rs 6,253 Cr, PAT Rs 245 Cr (Reuters)",,needs-verification,1
RT0756,S0139,Policybazaar,financials,P3,subagent,2026-09-14,2026-09-14,BSE filing with FY26 audited results,,needs-verification,1
RT0757,S0139,Policybazaar,founders,P3,subagent,2026-09-14,2026-09-14,"Tracxn profile with founders, funding rounds, investors",,needs-verification,1
RT0758,S0139,Policybazaar,funding,P3,subagent,2026-09-14,2026-09-14,"Tracxn profile with founders, funding rounds, investors",,needs-verification,1
RT0759,S0139,Policybazaar,investors,P3,subagent,2026-09-14,2026-09-14,"Tracxn profile with founders, funding rounds, investors",,needs-verification,1
RT0760,S0140,Uniphore,financials,P3,subagent,2026-09-14,2026-09-14,PitchBook profile showing total funding $898M; no revenue disclosed,,completed,1
RT0761,S0140,Uniphore,founders,P3,subagent,2026-09-14,2026-09-14,"Wikipedia, Uniphore press release, The Hindu BusinessLine with founders and Series F details",,completed,1
RT0762,S0140,Uniphore,funding,P3,subagent,2026-09-14,2026-09-14,"Wikipedia, Uniphore press release, The Hindu BusinessLine with founders and Series F details",,completed,1
RT0763,S0140,Uniphore,investors,P3,subagent,2026-09-14,2026-09-14,"Wikipedia, Uniphore press release, The Hindu BusinessLine with founders and Series F details",,completed,1
RT0764,S0141,Urban Company,events,P3,subagent,2026-09-14,2026-09-14,"DRHP, Forbes India, Inc42 with founders, investors, IPO details",,completed,1
RT0765,S0141,Urban Company,founders,P3,subagent,2026-09-14,2026-09-14,"DRHP, Forbes India, Inc42 with founders, investors, IPO details",,completed,1
RT0766,S0141,Urban Company,funding,P3,subagent,2026-09-14,2026-09-14,"DRHP, Forbes India, Inc42 with founders, investors, IPO details",,completed,1
RT0767,S0142,Zomato,financials,P3,subagent,2026-09-14,2026-09-14,Eternal Annual Report FY26 with audited financials,,needs-verification,1
RT0768,S0142,Zomato,founders,P3,subagent,2026-09-14,2026-09-14,"Wikipedia, Tracxn, LinkedIn with founders, founding date, headquarters",,needs-verification,1
RT0769,S0142,Zomato,locations,P3,subagent,2026-09-14,2026-09-14,"Wikipedia, Tracxn, LinkedIn with founders, founding date, headquarters",,needs-verification,1
RT0770,S0143,Emversity,financials,P3,subagent,2026-09-14,2026-09-14,"TechCrunch, Emversity about page, Inc42 with founders, funding, revenue, employee data",,completed,1
RT0771,S0143,Emversity,funding,P3,subagent,2026-09-14,2026-09-14,TechCrunch and Emversity PR with Series A details,,completed,1
RT0772,S0144,KGeN (Kratos Gamer Network),customers,P3,monid+hyperresearch,2026-09-15,2026-09-15,"Krafton, Riot Games, Valorant, Playnance, Dino Tycoon, Mira Network, Kroma",,needs-verification,50
RT0773,S0144,KGeN (Kratos Gamer Network),events,P3,monid+hyperresearch,2026-09-15,2026-09-15,No legal disputes found. No acquisitions made (Tracxn confirms). MENA HQ Bahrain opened Apr 2025,,needs-verification,50
RT0774,S0144,KGeN (Kratos Gamer Network),financials,P3,hyperresearch+tracxn,2026-09-15,2026-09-15,$85.8M ARR as of Mar 2026; trajectory to $150M by Dec 2027,,needs-verification,100
RT0775,S0144,KGeN (Kratos Gamer Network),founders,P3,monid+websearch,2026-09-15,2026-09-15,No evidence of Vinay Rao as CEO; CEO is Manish Agarwal. Vinay Rao appears to be unrelated (VentureEast partner),,needs-verification,50
RT0776,S0144,KGeN (Kratos Gamer Network),funding,P3,subagent,2026-09-14,2026-09-15,$42.8M total across 4 rounds (Tracxn); Series A Oct 4 2025 $13.5M,,needs-verification,51
RT0777,S0144,KGeN (Kratos Gamer Network),identity,P3,subagent,2026-09-14,2026-09-15,No legal disputes found. No acquisitions made (Tracxn confirms). MENA HQ Bahrain opened Apr 2025,,needs-verification,152
RT0778,S0144,KGeN (Kratos Gamer Network),legal,P3,monid+hyperresearch,2026-09-15,2026-09-15,No legal disputes found. No acquisitions made (Tracxn confirms). MENA HQ Bahrain opened Apr 2025,,needs-verification,50
RT0779,S0144,KGeN (Kratos Gamer Network),products,P3,monid+hyperresearch,2026-09-15,2026-09-15,"Products: PoG engine, VeriFi, $KGEN token, KGeN 2.0, LIFT// Academy, AI Data Division. No game publishing portfolio or KGeN Studios found",,needs-verification,50
RT0780,S0144,KGeN (Kratos Gamer Network),traction,P3,GlobeNewswire,2026-09-15,2026-09-15,$85.8M ARR as of Mar 2026; trajectory to $150M by Dec 2027,,needs-verification,50
RT0781,S0145,Seekho,financials,P3,subagent,2026-09-14,2026-09-15,"FY25 revenue Rs 141.5 Cr, loss Rs 38.8 Cr per Entrackr/RoC filing. FY24 revenue Rs 11.5 Cr.",,needs-verification,99
