event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT00511,S0070,2026-02-10,,penalty,RBI imposes ₹3.80 lakh penalty on Navi Finserv,"Penalty for non-compliance with Recovery Agents directions: contacting customers outside permitted hours (after 7pm, before 8am).",SRC01287,HIGH
EVT00512,S0070,2025-07-28,,funding,"Navi raises $20M debt from PhillipCapital, Ambit",Conventional debt round (NCD) for NBFC capital raising.,SRC01299,MEDIUM
EVT00513,S0070,2024-12,,fraud_incident,Rs 14.26 cr payment-gateway fraud,Payment gateway fraud in December 2024; Whitefield cyber police probe.,SRC01305,MEDIUM
EVT00514,S0070,2026-03-06,,partnership,Navi Finserv convenes 3rd Navi Lenders Summit 2026,Navi Finserv convened close to 200 financial sector leaders at the 3rd Navi Lenders Summit 2026.,SRC01297,MEDIUM
EVT00515,S0070,2024-10,,milestone,Navi overtakes CRED to become 4th largest UPI player,"Navi became 4th largest UPI TPAP by transaction volume in October 2024, a position it has held since.",SRC01298,HIGH
EVT00516,S0070,2026-08-13,,ipo,"Navi eyes Rs 3,000 cr IPO at ~$2B valuation","DRHP filing planned Dec 2026; ~₹3,000 cr fresh issue, no OFS. Bankers: JM Financial, Kotak, Goldman, JPMorgan.",SRC01289,MEDIUM
EVT00517,S0070,2024-10-18,,regulatory,RBI bars Navi Finserv from lending,"RBI Directions under Section 45L(1)(b) to cease loan sanction/disbursement effective Oct 21, 2024. Restrictions lifted Dec 2024.",SRC01288,HIGH
EVT00518,S0070,2026-08-19,,funding,Navi raises $100M from Prosus at $1.3B valuation,First institutional equity funding after 8 years of founder self-funding. Ahead of planned IPO.,SRC01286,HIGH
EVT00519,S0070,2026-02-10,,penalty,RBI imposes ₹3.80 lakh penalty on Navi Finserv,Penalty for non-compliance with Recovery Agents directions.,SRC01287,HIGH
EVT00520,S0070,2024-10,,milestone,Navi overtakes CRED to become 4th largest UPI player,"Navi became 4th largest UPI TPAP by transaction volume in October 2024, position held since.",SRC01298,HIGH
EVT00521,S0071,2026-07-02,,funding + profitability claim,$6M tranche; EBITDA-profitable; IPO prep in 2 yrs,,SRC01308,
EVT00522,S0071,2026-07-02,,funding,"$6M multi-tranche round led by Accel, Nandan Nilekani, Tiger Global",Closed $6M funding in multi-tranche investment round; company claims EBITDA-profitable; IPO prep in 2 years; more investors expected to join,SRC01308,HIGH
EVT00523,S0071,2026-07-02,,profitability,Ninjacart turns EBITDA-profitable,"Company announced it has turned EBITDA-profitable; cited margin improvement through category/channel mix, sourcing-side optimization, and AI-driven wastage reduction",SRC01308,HIGH
EVT00524,S0071,2026-07-02,,ipo,IPO preparations underway,Company has begun preparations for public listing over the next two years (target ~2028),SRC01308,HIGH
EVT00525,S0071,2021-12-13,,funding,$145M from Walmart and Flipkart,Flipkart India and Walmart invested $145M ($72.5M each); valuation ~$815M; largest fundraising by agritech startup in India at the time,SRC01314,HIGH
EVT00526,S0071,,,acquisition,Ninjacart acquires Tecxprt,Acquired SaaS-based smart solutions provider to add value to the agri ecosystem,SRC01316,MEDIUM
EVT00527,S0071,2024-12-06,,launch,Ninjacart Startup Program launched,Agri-tech-focused startup program to empower FoodTech and AgTech startups; Kartheeswaran KK quoted,SRC01319,MEDIUM
EVT00528,S0071,2018-12-12,,funding,"Rs 250 crore Series B from Accel US, Syngenta Ventures","Series B round from Accel US, Syngenta Ventures, Neoplux, Jo Hirao, HR Capital, Trifecta Capital; existing investors also participated",SRC01317,HIGH
EVT00529,S0071,2019-04-24,,funding,$90M Series C from Tiger Global,Series C round led by Tiger Global; reported as India's largest-ever farmtech deal at the time,SRC01318,MEDIUM
EVT00530,S0071,2022-05,,funding,$9.2M from STIC Investments at $756M valuation,Growth round from STIC Investments; valuation $756M as of May 2022,SRC01310,MEDIUM
EVT00531,S0071,2021,,partnership,MoU with Union Ministry of Agriculture and Farmer Welfare,Signed MoU to strengthen market linkages and promote best practices in farming; Ninjacart to create and host the Agri Marketplace Platform (AMP),SRC01314,MEDIUM
EVT00532,S0072,2025-06-26,2025-06-26,filing,Pine Labs files DRHP for ~$1B IPO,"DRHP filed; ~Rs 2,600 cr fresh issue + 147.8M share OFS; seeking up to $6B valuation per source",SRC01323,HIGH
EVT00533,S0072,2025-11-07,2025-11-03,ipo,Pine Labs IPO opens at ~$2.9B valuation,"Price band Rs 210-221; Rs 3,900 cr issue (Rs 2,080 cr fresh + 82.3M share OFS); subscription Nov 7-11",SRC01322,HIGH
EVT00534,S0072,2025-11-14,2025-11-14,listing,Pine Labs lists +14% on debut,"Opened Rs 242, closed Rs 251.5-252 (+14%); mcap Rs 28,856 cr (~$3.25-3.3B); NSE: PINELABS",SRC01321,HIGH
EVT00535,S0072,1998-05-18,,founding,Pine Labs founded,Incorporated as Pine Labs Private Limited at New Delhi,SRC01327,HIGH
EVT00536,S0072,2025-06-25,,ipo_filing,DRHP filed with SEBI,"Filed DRHP with SEBI for Rs 2,600 cr fresh issue + OFS",SRC01323,HIGH
EVT00537,S0072,2025-11-14,,listing,Listed on NSE +14% debut,"Opened Rs 242, closed Rs 251.5-252 (+14%); mcap Rs 28,856 cr",SRC01321,HIGH
EVT00538,S0072,2022-01-10,,ipo_filing,Confidential US IPO filing,Filed confidentially with SEC seeking ~$500M; valuation $5.5-7B,SRC01355,HIGH
EVT00539,S0072,2022-02-27,,ipo_deferral,Deferred US IPO,May defer US listing due to unfavorable market conditions,SRC01356,HIGH
EVT00540,S0072,2019-04-19,,acquisition,Acquired Qwikcilver,Completed acquisition for $110M,SRC01348,HIGH
EVT00541,S0072,2026-04-25,,acquisition,Acquired Shopflo,Checkout optimization platform; 1000+ e-commerce brands,SRC01351,HIGH
EVT00542,S0072,2026-03-23,,regulatory,RBI penalty for KYC lapses,RBI imposed Rs 3.10 lakh penalty for PPI KYC non-compliance,SRC01328,HIGH
EVT00543,S0073,2026-08-05,,funding,$120M Series C; new greenfield factory; 2 new models from 2027; 75 -> 350 stores by Mar 2028,,SRC01363,
EVT00544,S0074,2026-03-25,,funding,$60M Series C led by Insight; total $105M; Nitro agentic platform launch,,SRC01375,
EVT00545,S0075,2026-09-03,,funding,$70M ($65M equity + $5M debt) at $365M valuation; Qualcomm silicon ring collab,,SRC01390,
EVT00546,S0075,2019-11-01,,incorporation,Ultrahuman Healthcare Pvt Ltd incorporated in Bengaluru,CIN U74999KA2019PTC129250 registered with ROC Bangalore,SRC01400,HIGH
EVT00547,S0075,2019-12-11,,funding,Seed round closed,"Seed funding from Blume Ventures, Nexus Venture Partners, Gaurav Munjal",SRC01408,MEDIUM
EVT00548,S0075,2021-01-06,,launch,Ultrahuman app launched at CES 2021,Official launch at CES in Los Angeles; $8M Series A backed by Nexus and Blume,SRC01431,HIGH
EVT00549,S0075,2021-06,,product_launch,Ultrahuman M1 (Cyborg) CGM launched,Continuous glucose monitoring platform launched,SRC01397,HIGH
EVT00550,S0075,2021-08-14,,funding,$17.5M Series A led by Alpha Wave Incubation,"Series A round with Steadview Capital, Nexus, Blume, marquee angels",SRC01418,HIGH
EVT00551,S0075,2021-10-18,,hiring,Bhuvan Srinivasan appointed CBO,Former KKR director joins as first Chief Business Officer,SRC01416,HIGH
EVT00552,S0075,2022-04,,acquisition,Acquired LazyCo,Acquired Pune-based wearables IoT company with AI-powered smart ring technology,SRC01397,HIGH
EVT00553,S0075,2023-06-20,,product_launch,Ultrahuman Ring AIR launched,World's lightest smart ring at $349; won Red Dot Design Award June 2023,SRC01421,HIGH
EVT00554,S0075,2024-03-20,,funding,$35M Series B at $125M valuation,"Led by Blume Ventures, Steadview Capital, Nexus; Deepinder Goyal participated",SRC01403,HIGH
EVT00555,S0075,2024-04,,manufacturing,UltraFactory announced in Indiana/Texas,"First US smart ring manufacturing facility; 200k units capacity, 150 jobs",SRC01432,HIGH
EVT00556,S0075,2024-08-27,,partnership,Ring AIR launched at Verizon stores,First smart ring sold at Verizon; nationwide US retail,SRC01425,HIGH
EVT00557,S0075,2024-12,,product_launch,Cycle & Ovulation PowerPlug launched,Optional module for Ring AIR using biomarker data for fertile window estimation,SRC01397,HIGH
EVT00558,S0075,2025-04-28,,funding_news,WestBridge $120M round reported (unclosed),Reported talks at $550-600M valuation after SoftBank deal fell through,SRC01402,MEDIUM
EVT00559,S0075,2025-05-08,,manufacturing,UltraFactory Plano TX operational,Partnership with SVTronics; 400 units/day; target 500k/year,SRC01409,HIGH
EVT00560,S0075,2025-07-15,,product_launch,Blood Vision expanded to 48 US states,Nationwide expansion of blood testing service with 100+ biomarkers,SRC01423,HIGH
EVT00561,S0075,2025-08,,acquisition,Acquired viO HealthTech,Medical device company with OvuCore vaginal temperature sensor and OvuSense fertility algorithm,SRC01397,HIGH
EVT00562,S0075,2025-09-09,,legal,ITC final ruling against Ultrahuman,"Section 337 violation confirmed; exclusion orders effective Oct 21, 2025",SRC01401,HIGH
EVT00563,S0075,2025-09-22,,financial,FY25 record results announced,"Rs 565 cr revenue, Rs 73 cr net profit; first profitable year",SRC01391,HIGH
EVT00564,S0075,2025-11-20,,funding,Rs 100 crore venture debt from Alteria Capital,Working capital debt facility,SRC01395,HIGH
EVT00565,S0075,2026-02-27,,product_launch,Ring PRO and Jade AI launched,Third-gen ring with 15-day battery; world's first real-time biointelligence AI,SRC01404,HIGH
EVT00566,S0075,2026-03-24,,legal,US CBP clears Ring PRO for import,Ultrahuman returns to US market; pre-orders open at $399,SRC01429,HIGH
EVT00567,S0075,2026-03-17,,funding,$48M Series C closed,"Round to return to US market, expand geographies",SRC01417,MEDIUM
EVT00568,S0075,2026-06-18,,product_launch,M2 Live launched with Abbott Lingo,No-prescription CGM platform in US; $99/month,SRC01405,HIGH
EVT00569,S0075,2026-09-03,,funding,$70M Series C extension at $365M valuation,Led by Qualcomm Ventures; Ring as computer vision,SRC01390,HIGH
EVT00570,S0075,2026-09,,research,Pulsomics platform launched,Opt-in platform for Ring users to participate in large-scale health studies,SRC01433,MEDIUM
EVT00571,S0075,2019-11-01,,incorporation,Ultrahuman Healthcare Pvt Ltd incor,CIN U74999KA2019PTC129250 registere,SRC01400,HIGH
EVT00572,S0075,2021-08-14,,funding,$17.5M Series A led by Alpha Wave I,Series A round with Steadview Capit,SRC01418,HIGH
EVT00573,S0075,2024-04,,manufacturing,UltraFactory announced in Indiana/T,First US smart ring manufacturing f,SRC01432,HIGH
EVT00574,S0075,2024-12,,product_launch,Cycle & Ovulation PowerPlug launche,Optional module for Ring AIR using ,SRC01397,HIGH
EVT00575,S0075,2025-07-15,,product_launch,Blood Vision expanded to 48 US stat,Nationwide expansion of blood testi,SRC01423,HIGH
EVT00576,S0075,2025-11-20,,funding,Rs 100 crore venture debt from Alte,Working capital debt facility,SRC01395,HIGH
EVT00577,S0075,2026-09-03,,funding,$70M Series C extension at $365M va,Led by Qualcomm Ventures; Ring as c,SRC01390,HIGH
EVT00578,S0076,2026-08-24,2026-08-24,funding,Third Wave Coffee raises Rs 408 crore led by WestBridge Capital,"Rs 408 crore round led by WestBridge Capital with Creaegis + angels; mostly primary with small secondary; valuation ~Rs 2,000 crore; WestBridge ~47%, Creaegis ~15%.",SRC01438,HIGH
EVT00579,S0076,2026-06,2026-06,expansion,East India entry — 3 cafes in Kolkata,"Entered East India with three cafes in Kolkata; evaluating Guwahati, Ranchi, Patna, Bhubaneswar.",SRC01440,MEDIUM
EVT00580,S0076,2026,,product_launch,Launch of Third Rush Desserts segment,"Dessert segment launched earlier in 2026, being scaled pan-India with fresh capital.",SRC01440,MEDIUM
EVT00581,S0076,2023-09-01,,funding,Third Wave Coffee raises $35M Series C led by Creaegis,"Series C CCPS; Creaegis Rs 173cr, WestBridge Rs 78.8cr; valuation Rs 1,276cr per TheKredible",SRC01441,HIGH
EVT00582,S0076,2022-01-01,,funding,Third Wave Coffee raises $21M Series B led by WestBridge Capital,Series B round led by WestBridge Capital,SRC01438,MEDIUM
EVT00583,S0076,2021-01-01,,funding,Third Wave Coffee raises $6M Series A led by WestBridge Capital,Series A round led by WestBridge Capital,SRC01438,MEDIUM
EVT00584,S0076,2026-05-01,,launch,Launch of Third Rush Desserts,Dessert category launched ~3 months before Aug 2026; plans to scale to 50 stores by end of 2026,SRC01438,MEDIUM
EVT00585,S0076,2026-06-01,,expansion,East India entry with 3 cafes in Kolkata,"Entered East India with three cafes in Kolkata; evaluating Guwahati, Ranchi, Patna, Bhubaneswar",SRC01440,MEDIUM
EVT00586,S0076,2026-08-24,,expansion,"Expansion to Ahmedabad, Mangalore, Agra","Opened stores in Ahmedabad, Mangalore and Agra over past year",SRC01440,MEDIUM
EVT00587,S0076,2026-08-24,,expansion,Nine new cities expansion announced,"Foraying into nine new cities including Ludhiana, Jalandhar, Amritsar, Lucknow",SRC01438,HIGH
EVT00588,S0076,2024-03-18,,leadership,Rajat Luthra appointed CEO; Sushant Goel moves to Board,Sushant Goel stepped down as CEO effective Q1 FY25; Rajat Luthra (ex-KFC India CEO) appointed as new CEO. Goel transitioned to Board member.,SRC01444,HIGH
EVT00589,S0076,2026-08-24,,funding,Third Wave Coffee raises Rs 408 crore (Series D) led by WestBridge Capital,"Series D round; primary + small secondary; valuation ~Rs 2,000 crore; WestBridge ~47%, Creaegis ~15%. Company operates 240+ cafes, targeting 320 by FY27-end.",SRC01449,HIGH
EVT00590,S0076,2026-07-01,,expansion,200th café milestone with Chembur launch,Crossed 200 cafe milestone,SRC01453,MEDIUM
EVT00591,S0077,2024-05,2024-05,funding,Pre-Series B Rs 40 Cr,Rs 40 Cr pre-Series B led by IvyCap,SRC01466,MEDIUM
EVT00592,S0077,2025-05-06,2025-05-06,funding,Series B Rs 250 Cr,"Rs 250 Cr Series B, equity+debt+secondary; co-led Eurazeo + Omnivore, IvyCap participated; debt from Trifecta, Lighthouse Canton, BlackSoil, UCIC, GetVantage",SRC01457,HIGH
EVT00593,S0078,2025-11-28,2025-11-28,funding,$35M raise (Dec 2025 round),$35M round; valuation ~$900M; on track to unicorn,SRC01467,MEDIUM
EVT00594,S0078,2026-06-23,2026-06-23,funding,Unicorn: Rs 900 cr raise June 2026,Rs 900 cr (~$95M) debt+equity at $1B+; 131st Indian unicorn; IPO prep; possible +$50-60M at $1.6B,SRC01467,HIGH
EVT00595,S0078,2025-11-28,,funding,$35M raise at $900M valuation,Led by Smilegate Group; on track to unicorn status,SRC01472,MEDIUM
EVT00596,S0078,2026-06-23,,funding,Rs 900 cr (~$95M) at $1B+ valuation; 131st unicorn,Led by EAAA Alternatives with Muzinich & Co.; debt+equity mix; IPO prep; may raise +$50-60M at ~$1.6B,SRC01472,HIGH
EVT00597,S0078,2026-06-23,,ipo,"Rs 2,000 crore IPO planned",IPO preparation announced; founders to retain >50% post-listing; fresh issue + OFS of equal sizes,SRC01472,MEDIUM
EVT00598,S0078,2023-03,,funding,Rs 112 cr from HNWI for Hyderabad office,Raised for purchase of 1 lakh sq ft office space in Hyderabad,SRC01470,MEDIUM
EVT00599,S0078,FY26,,partnership,150+ banks and NBFCs partnership,Urban Money operates through network of agents and partnerships with 150+ banks/NBFCs,SRC01468,MEDIUM
EVT00600,S0079,2026-01-14,2026-01-14,funding,Series B Rs 250 Cr,"Rs 250 Cr led by Vertex Ventures SEA & India; Eight Roads, 3one4, Arkam, Rainmatter participated; scale bonds + capitalize NBFC",SRC01477,HIGH
EVT00601,S0080,2026-08-25,2026-08-25,funding,Airbound raises $37M Series A led by Greenoaks,"$37M Series A led by Greenoaks; DoorDash, Lachy Groom, Lightspeed, Humba Ventures participated; funds for engineering, commercial manufacturing, GTM.",SRC01485,HIGH
EVT00602,S0080,2026-08-25,2026-08-25,partnership,Commercial deployment agreement with Andhra Pradesh,"Drone-delivery network connecting three cities, scaling toward 10,000 daily flights across retail, e-commerce, healthcare.",SRC01488,HIGH
EVT00603,S0080,2025-10-14,2025-10-14,funding,$8.65M seed + Narayana Health pilot,"$8.65M seed led by Lachy Groom with Lightspeed, Humba Ventures; pilot with Narayana Health for medical sample transport.",SRC01487,HIGH
EVT00604,S0081,2025-01-23,2025-01-23,funding,Ati Motors raises $20M Series B (company PR),"$20M Series B led by Walden Catalyst Ventures + NGP Capital; True Ventures, Exfinity, Athera, Blume participated; tripled order book Q4 2024, 9 new clients.",SRC01491,HIGH
EVT00605,S0081,2023-07-21,2023-07-21,funding,Series A $10.9M,$10.9M Series A (per FundedIQ round history).,SRC01492,MEDIUM
EVT00606,S0081,2023-10-10,2023-10-10,funding,Undisclosed round $6.9M,$6.9M undisclosed round (per FundedIQ round history).,SRC01492,MEDIUM
EVT00607,S0082,2026-08-05,2026-08-05,funding,$35M Series A to cut AI-agent run costs,$35M Series A reportedly led by Dragonfly (Haseeb Qureshi); model-routing product; claimed to cut one startup's Anthropic bill $1.2M (per Memeburn summary).,SRC01499,MEDIUM
EVT00608,S0082,2026-02-05,2026-02-05,funding,$15M seed (financial infrastructure for AI agents),$15M seed for financial infrastructure layer handling auth + micro-payments so AI agents can buy tools; founder ex-Shopify payments engineering director.,SRC01498,HIGH
EVT00609,S0083,2021-01-05,2021-01-05,funding,Warburg Pincus $100M Series B,~$100M Series B at ~$300M post-money; significant minority stake,SRC01506,HIGH
EVT00610,S0083,2022,2022,funding,2022 IPO shelved; private placement,"Rs 500 cr private placement from Warburg + Malabar after shelving Rs 2,000 cr IPO (Rs 900 cr fresh + Rs 1,100 cr OFS)",SRC01505,MEDIUM
EVT00611,S0083,2025-10-29,2025-10-29,filing,UDRHP filed Oct 2025,"UDRHP: Rs 1,500 cr (Rs 500 cr fresh + Rs 1,000 cr OFS); confidential filing April 2025; approval Aug/Sep 2025; BRLMs ICICI/Goldman/JM/Nomura",SRC01504,HIGH
